sid,season,name,subbasin,nature,valid_time,lat,lon,dist2land_km,landfall_km,storm_speed_kt,storm_dir_deg,imd_wind_kt,imd_pres_hpa,imd_ci,jtwc_wind_1min_kt,jtwc_wind_kt,jtwc_pres_hpa,vmax_kt,pmin_hpa,label_agency,label_spread_kt,basin,imd_category,storm_motion_u_kt,storm_motion_v_kt,trend_12h_kt,vmax_plus_12h_kt,dv_12h_kt,vmax_plus_24h_kt,dv_24h_kt,vmax_plus_48h_kt,dv_48h_kt,ri_24h,reintensify_land,regime,featured_slug,is_featured
1999298N12099,1999,Unnamed,BB,TS,1999-10-25 06:00:00,12.0,98.1,44,44.0,10.0,310.0,25.0,1004.0,1.5,25.0,23.25,,25.0,1004.0,IMD,1.75,bay_of_bengal,D,-7.660444431189781,6.4278760968653925,0.0,25.0,0.0,35.0,10.0,55.0,30.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-25 09:00:00,12.4,97.7,97,97.0,9.0,315.0,25.0,1004.0,1.5,25.0,23.25,,25.0,1004.0,IMD,1.75,bay_of_bengal,D,-6.363961030678929,6.363961030678926,0.0,28.0,3.0,35.0,10.0,55.0,30.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-25 12:00:00,12.6,97.4,130,130.0,5.0,305.0,25.0,1002.0,1.5,25.0,23.25,,25.0,1002.0,IMD,1.75,bay_of_bengal,D,-4.095760221444959,2.8678821817552302,1.75,30.0,5.0,45.0,20.0,55.0,30.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-25 15:00:00,12.7,97.3,132,132.0,3.0,320.0,25.0,1002.0,,25.0,23.25,,25.0,1002.0,IMD,1.75,bay_of_bengal,D,-1.9283628290596184,2.2981333293569333,1.75,35.0,10.0,45.0,20.0,65.0,40.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-25 18:00:00,12.9,97.2,125,125.0,9.0,315.0,25.0,1002.0,1.5,25.0,23.25,,25.0,1002.0,IMD,1.75,bay_of_bengal,D,-6.363961030678929,6.363961030678926,0.0,35.0,10.0,45.0,20.0,65.0,40.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-25 21:00:00,13.3,96.7,155,155.0,14.0,305.0,28.0,1002.0,,30.0,27.9,,28.0,1002.0,IMD,0.0999999999999978,bay_of_bengal,DD,-11.468128620045883,8.030070108914645,3.0,35.0,7.0,45.0,17.0,65.0,37.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-26 00:00:00,13.7,96.0,224,212.0,14.0,290.0,30.0,1002.0,2.0,35.0,32.550000000000004,,30.0,1002.0,IMD,2.5500000000000043,bay_of_bengal,DD,-13.155696691002715,4.788282006559366,5.0,45.0,15.0,45.0,15.0,65.0,35.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-26 03:00:00,13.8,95.4,212,201.0,11.0,285.0,35.0,1002.0,2.0,35.0,32.550000000000004,,35.0,1002.0,IMD,2.449999999999996,bay_of_bengal,CS,-10.625184089179752,2.8470094961277232,10.0,45.0,10.0,55.0,20.0,77.0,42.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-26 06:00:00,13.9,95.0,201,165.0,10.0,300.0,35.0,1002.0,2.5,35.0,32.550000000000004,,35.0,1002.0,IMD,2.449999999999996,bay_of_bengal,CS,-8.660254037844386,5.000000000000001,10.0,45.0,10.0,55.0,20.0,90.0,55.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-26 09:00:00,14.3,94.5,165,127.0,13.0,310.0,35.0,1002.0,2.5,40.0,37.2,,35.0,1002.0,IMD,2.200000000000003,bay_of_bengal,CS,-9.958577760546715,8.35623892592501,7.0,45.0,10.0,55.0,20.0,102.0,67.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-26 12:00:00,14.8,94.0,119,116.0,13.0,310.0,45.0,998.0,3.0,45.0,41.85,,45.0,998.0,IMD,3.1499999999999986,bay_of_bengal,CS,-9.958577760546715,8.35623892592501,15.0,45.0,0.0,55.0,10.0,115.0,70.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-26 15:00:00,15.2,93.5,116,116.0,8.0,310.0,45.0,998.0,3.0,48.0,44.64,,45.0,998.0,IMD,0.3599999999999994,bay_of_bengal,CS,-6.128355544951825,5.142300877492314,10.0,55.0,10.0,65.0,20.0,127.0,82.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-26 18:00:00,15.3,93.3,124,124.0,7.0,290.0,45.0,998.0,3.0,50.0,46.5,,45.0,998.0,IMD,1.5,bay_of_bengal,CS,-6.577848345501359,2.394141003279683,10.0,55.0,10.0,65.0,20.0,140.0,95.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-26 21:00:00,15.4,92.8,164,156.0,8.0,305.0,45.0,998.0,3.0,58.0,53.940000000000005,,45.0,998.0,IMD,8.940000000000005,bay_of_bengal,CS,-6.553216354311934,4.588611490808368,10.0,55.0,10.0,65.0,20.0,140.0,95.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-27 00:00:00,15.8,92.7,162,162.0,11.0,310.0,45.0,998.0,3.0,65.0,60.45,,45.0,998.0,IMD,15.450000000000005,bay_of_bengal,CS,-8.42648887430876,7.070663706551931,0.0,55.0,10.0,65.0,20.0,140.0,95.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-27 03:00:00,16.1,91.9,246,246.0,13.0,300.0,55.0,992.0,3.5,70.0,65.10000000000001,,55.0,992.0,IMD,10.100000000000009,bay_of_bengal,SCS,-11.258330249197702,6.500000000000002,10.0,65.0,10.0,77.0,22.0,140.0,85.0,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-27 06:00:00,16.5,91.5,293,293.0,9.0,300.0,55.0,992.0,3.5,75.0,69.75,,55.0,992.0,IMD,14.75,bay_of_bengal,SCS,-7.794228634059947,4.500000000000001,10.0,65.0,10.0,90.0,35.0,140.0,85.0,1.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-27 09:00:00,16.5,91.1,335,335.0,9.0,300.0,55.0,992.0,3.5,83.0,77.19,,55.0,992.0,IMD,22.19,bay_of_bengal,SCS,-7.794228634059947,4.500000000000001,10.0,65.0,10.0,102.0,47.0,116.25,61.25,1.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-27 12:00:00,16.9,90.7,386,386.0,7.0,305.0,55.0,992.0,3.5,90.0,83.7,,55.0,992.0,IMD,28.700000000000003,bay_of_bengal,SCS,-5.734064310022943,4.015035054457322,10.0,65.0,10.0,115.0,60.0,106.95,51.95,1.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-27 15:00:00,16.9,90.5,407,405.0,4.0,295.0,65.0,986.0,4.0,93.0,86.49000000000001,,65.0,986.0,IMD,21.49000000000001,bay_of_bengal,VSCS,-3.6252311481465993,1.6904730469627984,10.0,77.0,12.0,127.0,62.0,100.44,35.44000000000001,1.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-27 18:00:00,17.0,90.4,414,414.0,7.0,290.0,65.0,986.0,4.0,95.0,88.35000000000001,,65.0,986.0,IMD,23.35000000000001,bay_of_bengal,VSCS,-6.577848345501359,2.394141003279683,10.0,90.0,25.0,140.0,75.0,93.0,28.0,1.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-27 21:00:00,17.1,89.8,463,437.0,9.0,305.0,65.0,986.0,4.0,98.0,91.14,,65.0,986.0,IMD,26.14,bay_of_bengal,VSCS,-7.372368398600926,5.162187927159414,10.0,102.0,37.0,140.0,75.0,83.7,18.700000000000003,1.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-28 00:00:00,17.6,89.6,429,352.0,12.0,310.0,65.0,986.0,4.0,100.0,93.0,,65.0,986.0,IMD,28.0,bay_of_bengal,VSCS,-9.192533317427738,7.713451316238471,10.0,115.0,50.0,140.0,75.0,74.4,9.400000000000006,1.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-28 03:00:00,17.9,88.8,344,307.0,12.0,295.0,77.0,978.0,4.5,108.0,100.44,,77.0,978.0,IMD,23.44000000000001,bay_of_bengal,VSCS,-10.875693444439795,5.071419140888395,12.0,127.0,50.0,140.0,63.0,63.24,-13.759999999999998,1.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-28 06:00:00,18.1,88.4,298,245.0,9.0,300.0,90.0,968.0,5.0,115.0,106.95,,90.0,968.0,IMD,16.950000000000003,bay_of_bengal,ESCS,-7.794228634059947,4.500000000000001,25.0,140.0,50.0,140.0,50.0,51.150000000000006,-38.85,1.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-28 09:00:00,18.4,88.0,245,230.0,7.0,315.0,102.0,956.0,5.5,125.0,116.25,,102.0,956.0,IMD,14.25,bay_of_bengal,ESCS,-4.949747468305834,4.949747468305832,37.0,140.0,38.0,116.25,14.25,46.5,-55.5,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-28 12:00:00,18.6,87.9,222,168.0,7.0,315.0,115.0,940.0,6.0,135.0,125.55,,115.0,940.0,IMD,10.550000000000011,bay_of_bengal,ESCS,-4.949747468305834,4.949747468305832,50.0,140.0,25.0,106.95,-8.049999999999997,41.85,-73.15,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-28 15:00:00,18.9,87.5,168,115.0,10.0,310.0,127.0,928.0,6.5,138.0,128.34,,127.0,928.0,IMD,1.3400000000000034,bay_of_bengal,SuCS,-7.660444431189781,6.4278760968653925,50.0,140.0,13.0,100.44,-26.559999999999988,41.85,-85.15,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-28 18:00:00,19.2,87.1,115,107.0,6.0,315.0,140.0,912.0,7.0,140.0,130.20000000000002,,140.0,912.0,IMD,9.799999999999985,bay_of_bengal,SuCS,-4.242640687119286,4.242640687119284,50.0,140.0,0.0,93.0,-47.0,41.85,-98.15,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-28 21:00:00,19.3,87.1,107,68.0,5.0,330.0,140.0,912.0,7.0,140.0,130.20000000000002,,140.0,912.0,IMD,9.799999999999985,bay_of_bengal,SuCS,-2.500000000000002,4.330127018922192,38.0,116.25,-23.75,83.7,-56.3,39.99,-100.01,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-29 00:00:00,19.6,86.9,68,30.0,7.0,320.0,140.0,912.0,7.0,140.0,130.20000000000002,,140.0,912.0,IMD,9.799999999999985,bay_of_bengal,SuCS,-4.499513267805777,5.362311101832844,25.0,106.95,-33.05,74.4,-65.6,37.2,-102.8,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-29 03:00:00,19.9,86.6,23,0.0,9.0,315.0,140.0,912.0,7.0,138.0,128.34,,140.0,912.0,IMD,11.659999999999997,bay_of_bengal,SuCS,-6.363961030678929,6.363961030678926,13.0,100.44,-39.55999999999999,63.24,-76.75999999999999,37.2,-102.8,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-29 06:00:00,20.2,86.2,0,0.0,8.0,315.0,140.0,912.0,7.0,135.0,125.55,,140.0,912.0,IMD,14.449999999999989,land,SuCS,-5.6568542494923815,5.656854249492379,0.0,93.0,-47.0,51.150000000000006,-88.85,37.2,-102.8,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-29 09:00:00,20.4,86.0,0,0.0,2.0,325.0,,,,125.0,116.25,,116.25,,JTWC_conv_3min,,land,ESCS,-1.147152872702093,1.6383040885779832,-23.75,83.7,-32.55,46.5,-69.75,35.34,-80.91,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-29 12:00:00,20.4,86.0,0,0.0,1.0,5.0,,,0.0,115.0,106.95,,106.95,,JTWC_conv_3min,,land,ESCS,0.0871557427476581,0.9961946980917455,-33.05,74.4,-32.55,41.85,-65.1,32.550000000000004,-74.4,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-29 15:00:00,20.5,86.0,0,0.0,1.0,0.0,,,,108.0,100.44,,100.44,,JTWC_conv_3min,,land,ESCS,0.0,1.0,-39.55999999999999,63.24,-37.20000000000001,41.85,-58.59000000000001,32.550000000000004,-67.89000000000001,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-29 18:00:00,20.6,86.0,0,0.0,0.0,0.0,,,0.0,100.0,93.0,,93.0,,JTWC_conv_3min,,land,ESCS,0.0,0.0,-47.0,51.150000000000006,-41.85,41.85,-51.15,32.550000000000004,-60.45,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-29 21:00:00,20.6,86.0,0,0.0,0.0,270.0,,,,90.0,83.7,,83.7,,JTWC_conv_3min,,land,VSCS,-0.0,-0.0,-32.55,46.5,-37.2,39.99,-43.71,30.69,-53.010000000000005,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-30 00:00:00,20.6,86.0,0,0.0,1.0,245.0,,,0.0,80.0,74.4,,74.4,,JTWC_conv_3min,,land,VSCS,-0.9063077870366502,-0.4226182617406991,-32.55,41.85,-32.550000000000004,37.2,-37.2,27.9,-46.5,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-30 03:00:00,20.5,85.9,0,0.0,1.0,225.0,,,0.0,68.0,63.24,,63.24,,JTWC_conv_3min,,land,SCS,-0.7071067811865475,-0.7071067811865477,-37.20000000000001,41.85,-21.39,37.2,-26.04,26.040000000000003,-37.2,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-30 06:00:00,20.5,85.9,0,0.0,1.0,0.0,,,0.0,55.0,51.150000000000006,,51.150000000000006,,JTWC_conv_3min,,land,SCS,0.0,1.0,-41.85,41.85,-9.300000000000004,37.2,-13.950000000000005,23.25,-27.90000000000001,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-30 09:00:00,20.4,85.9,0,0.0,1.0,0.0,,,,50.0,46.5,,46.5,,JTWC_conv_3min,,land,CS,0.0,1.0,-37.2,39.99,-6.509999999999998,35.34,-11.159999999999997,23.25,-23.25,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-30 12:00:00,20.4,85.9,0,0.0,1.0,155.0,,,0.0,45.0,41.85,,41.85,,JTWC_conv_3min,,land,CS,0.4226182617406995,-0.90630778703665,-32.550000000000004,37.2,-4.649999999999999,32.550000000000004,-9.299999999999995,23.25,-18.6,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-30 15:00:00,20.4,85.9,0,0.0,1.0,135.0,,,,45.0,41.85,,41.85,,JTWC_conv_3min,,land,CS,0.7071067811865476,-0.7071067811865475,-21.39,37.2,-4.649999999999999,32.550000000000004,-9.299999999999995,23.25,-18.6,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-30 18:00:00,20.3,86.0,0,0.0,2.0,200.0,,,0.0,45.0,41.85,,41.85,,JTWC_conv_3min,,land,CS,-0.6840402866513373,-1.8793852415718169,-9.300000000000004,37.2,-4.649999999999999,32.550000000000004,-9.299999999999995,23.25,-18.6,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-30 21:00:00,20.2,85.9,0,0.0,3.0,180.0,,,,43.0,39.99,,39.99,,JTWC_conv_3min,,land,CS,3.673940397442059e-16,-3.0,-6.509999999999998,35.34,-4.649999999999999,30.69,-9.3,23.25,-16.740000000000002,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-31 00:00:00,20.1,85.9,0,0.0,3.0,130.0,,,0.0,40.0,37.2,,37.2,,JTWC_conv_3min,,land,CS,2.298133329356934,-1.9283628290596184,-4.649999999999999,32.550000000000004,-4.649999999999999,27.9,-9.3,23.25,-13.950000000000005,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,TS,1999-10-31 03:00:00,20.0,86.1,0,0.0,5.0,185.0,,,0.0,40.0,37.2,,37.2,,JTWC_conv_3min,,land,CS,-0.4357787137382897,-4.980973490458728,-4.649999999999999,32.550000000000004,-4.649999999999999,26.040000000000003,-11.16,21.39,-15.810000000000002,0.0,0.0,over_land,,False
1999298N12099,1999,Unnamed,BB,NR,1999-10-31 06:00:00,19.6,85.9,24,24.0,7.0,200.0,,,,40.0,37.2,,37.2,,JTWC_conv_3min,,bay_of_bengal,CS,-2.394141003279681,-6.577848345501359,-4.649999999999999,32.550000000000004,-4.649999999999999,23.25,-13.950000000000005,18.6,-18.6,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-10-31 09:00:00,19.4,85.9,45,45.0,4.0,195.0,,,,38.0,35.34,,35.34,,JTWC_conv_3min,,bay_of_bengal,CS,-1.0352761804100832,-3.863703305156273,-4.649999999999999,30.69,-4.650000000000002,23.25,-12.090000000000003,16.740000000000002,-18.6,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-10-31 12:00:00,19.2,85.8,61,61.0,4.0,205.0,,,,35.0,32.550000000000004,,32.550000000000004,,JTWC_conv_3min,,bay_of_bengal,DD,-1.690473046962797,-3.6252311481466,-4.649999999999999,27.9,-4.650000000000002,23.25,-9.300000000000004,,,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-10-31 15:00:00,19.1,85.7,64,64.0,3.0,225.0,,,,35.0,32.550000000000004,,32.550000000000004,,JTWC_conv_3min,,bay_of_bengal,DD,-2.1213203435596424,-2.121320343559643,-4.649999999999999,26.040000000000003,-6.510000000000002,23.25,-9.300000000000004,,,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-10-31 18:00:00,19.0,85.6,69,69.0,2.0,230.0,,,,35.0,32.550000000000004,,32.550000000000004,,JTWC_conv_3min,,bay_of_bengal,DD,-1.5320888862379558,-1.285575219373079,-4.649999999999999,23.25,-9.300000000000004,23.25,-9.300000000000004,,,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-10-31 21:00:00,19.0,85.6,69,64.0,1.0,225.0,,,,33.0,30.69,,30.69,,JTWC_conv_3min,,bay_of_bengal,DD,-0.7071067811865475,-0.7071067811865477,-4.650000000000002,23.25,-7.440000000000001,23.25,-7.440000000000001,,,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-01 00:00:00,18.9,85.5,74,74.0,2.0,220.0,,,,30.0,27.9,,27.9,,JTWC_conv_3min,,bay_of_bengal,D,-1.2855752193730785,-1.532088886237956,-4.650000000000002,23.25,-4.650000000000002,23.25,-4.650000000000002,,,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-01 03:00:00,18.8,85.4,76,71.0,4.0,210.0,,,,28.0,26.040000000000003,,26.040000000000003,,JTWC_conv_3min,,bay_of_bengal,D,-2.0000000000000004,-3.4641016151377544,-6.510000000000002,23.25,-2.7900000000000027,21.39,-4.650000000000002,,,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-01 06:00:00,18.6,85.3,77,71.0,5.0,200.0,,,,25.0,23.25,,23.25,,JTWC_conv_3min,,bay_of_bengal,D,-1.7101007166283433,-4.698463103929543,-9.300000000000004,23.25,0.0,18.6,-4.649999999999999,,,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-01 09:00:00,18.3,85.2,84,84.0,7.0,195.0,,,,25.0,23.25,,23.25,,JTWC_conv_3min,,bay_of_bengal,D,-1.8117333157176456,-6.761480784023478,-7.440000000000001,23.25,0.0,16.740000000000002,-6.509999999999998,,,0.0,0.0,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-01 12:00:00,17.9,85.1,107,107.0,9.0,195.0,,,,25.0,23.25,,23.25,,JTWC_conv_3min,,bay_of_bengal,D,-2.329371405922687,-8.693332436601615,-4.650000000000002,23.25,0.0,,,,,,,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-01 15:00:00,17.5,85.0,130,130.0,9.0,190.0,,,,25.0,23.25,,23.25,,JTWC_conv_3min,,bay_of_bengal,D,-1.5628335990023745,-8.863269777109872,-2.7900000000000027,21.39,-1.8599999999999997,,,,,,,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-01 18:00:00,17.0,84.9,168,168.0,10.0,190.0,,,,25.0,23.25,,23.25,,JTWC_conv_3min,,bay_of_bengal,D,-1.7364817766693048,-9.84807753012208,0.0,18.6,-4.649999999999999,,,,,,,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-01 21:00:00,16.5,84.8,208,208.0,9.0,185.0,,,,25.0,23.25,,23.25,,JTWC_conv_3min,,bay_of_bengal,D,-0.7844016847289215,-8.96575228282571,0.0,16.740000000000002,-6.509999999999998,,,,,,,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-02 00:00:00,16.1,84.8,239,239.0,6.0,190.0,,,,25.0,23.25,,23.25,,JTWC_conv_3min,,bay_of_bengal,D,-1.0418890660015827,-5.908846518073248,0.0,,,,,,,,,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-02 03:00:00,15.9,84.8,255,248.0,2.0,205.0,,,,23.0,21.39,,21.39,,JTWC_conv_3min,,bay_of_bengal,D,-0.8452365234813985,-1.8126155740733,-1.8599999999999997,,,,,,,,,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-02 06:00:00,15.9,84.7,248,241.0,2.0,235.0,,,,20.0,18.6,,18.6,,JTWC_conv_3min,,bay_of_bengal,D,-1.6383040885779832,-1.1471528727020928,-4.649999999999999,,,,,,,,,post_landfall_remnant,,False
1999298N12099,1999,Unnamed,BB,NR,1999-11-02 09:00:00,15.8,84.6,250,244.0,2.0,245.0,,,,18.0,16.740000000000002,,16.740000000000002,,JTWC_conv_3min,,bay_of_bengal,,-1.8126155740733003,-0.8452365234813983,-6.509999999999998,,,,,,,,,post_landfall_remnant,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-26 03:00:00,8.5,91.5,522,522.0,21.0,320.0,25.0,1004.0,1.5,,,,25.0,1004.0,IMD,,bay_of_bengal,D,-13.498539803417332,16.086933305498533,0.0,30.0,5.0,30.0,5.0,55.0,30.0,0.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-26 06:00:00,9.3,90.8,638,621.0,10.0,325.0,25.0,1004.0,1.5,30.0,27.9,,25.0,1004.0,IMD,2.900000000000002,bay_of_bengal,D,-5.735764363510465,8.191520442889916,0.0,30.0,5.0,30.0,5.0,65.0,40.0,0.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-26 09:00:00,9.3,90.9,630,630.0,10.0,295.0,25.0,1004.0,1.5,33.0,30.69,,25.0,1004.0,IMD,5.690000000000001,bay_of_bengal,D,-9.0630778703665,4.226182617406996,0.0,30.0,5.0,35.0,10.0,65.0,40.0,0.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-26 12:00:00,9.7,89.8,752,750.0,11.0,295.0,25.0,1004.0,1.5,35.0,32.550000000000004,,25.0,1004.0,IMD,7.550000000000004,bay_of_bengal,D,-9.969385657403148,4.648800879147696,0.0,30.0,5.0,45.0,20.0,77.0,52.0,0.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-26 15:00:00,9.8,89.9,750,750.0,3.0,310.0,30.0,1004.0,2.0,35.0,32.550000000000004,,30.0,1004.0,IMD,2.5500000000000043,bay_of_bengal,DD,-2.2981333293569346,1.9283628290596175,5.0,30.0,0.0,45.0,15.0,90.0,60.0,0.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-26 18:00:00,9.9,89.6,783,783.0,10.0,290.0,30.0,1002.0,2.0,35.0,32.550000000000004,,30.0,1002.0,IMD,2.5500000000000043,bay_of_bengal,DD,-9.396926207859083,3.4202014332566897,5.0,30.0,0.0,45.0,15.0,102.0,72.0,0.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-26 21:00:00,10.1,88.9,829,760.0,16.0,290.0,30.0,1002.0,,35.0,32.550000000000004,,30.0,1002.0,IMD,2.5500000000000043,bay_of_bengal,DD,-15.035081932574531,5.472322293210704,5.0,35.0,5.0,45.0,15.0,102.0,72.0,0.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-27 00:00:00,10.4,88.1,760,714.0,15.0,295.0,30.0,1002.0,2.0,35.0,32.550000000000004,,30.0,1002.0,IMD,2.5500000000000043,bay_of_bengal,DD,-13.594616805549748,6.339273926110495,5.0,45.0,15.0,55.0,25.0,90.0,60.0,0.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-27 03:00:00,10.8,87.5,719,670.0,12.0,295.0,30.0,1004.0,2.0,40.0,37.2,,30.0,1004.0,IMD,7.200000000000003,bay_of_bengal,DD,-10.875693444439795,5.071419140888395,0.0,45.0,15.0,55.0,25.0,90.0,60.0,0.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-27 06:00:00,10.9,87.0,675,625.0,11.0,280.0,30.0,1002.0,2.0,45.0,41.85,,30.0,1002.0,IMD,11.85,bay_of_bengal,DD,-10.832885283134289,1.9101299543362296,0.0,45.0,15.0,65.0,35.0,77.0,47.0,1.0,0.0,sheared,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-27 09:00:00,10.9,86.4,615,573.0,10.0,280.0,35.0,998.0,2.5,45.0,41.85,,35.0,998.0,IMD,6.850000000000001,bay_of_bengal,CS,-9.84807753012208,1.7364817766692997,5.0,45.0,10.0,65.0,30.0,77.0,42.0,1.0,0.0,maritime_mature,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-27 12:00:00,11.0,85.9,573,517.0,11.0,275.0,45.0,998.0,3.0,45.0,41.85,,45.0,998.0,IMD,3.1499999999999986,bay_of_bengal,CS,-10.9581416790092,0.9587131702242369,15.0,55.0,10.0,77.0,32.0,55.0,10.0,1.0,0.0,maritime_mature,,False
2000331N09092,2000,Unnamed,BB,TS,2000-11-27 15:00:00,11.0,85.3,517,477.0,11.0,275.0,45.0,998.0,3.0,48.0,44.64,,45.0,998.0,IMD,0.3599999999999994,bay_of_bengal,CS,-10.9581416790092,0.9587131702242369,15.0,55.0,10.0,90.0,45.0,50.0,5.0,1.0,0.0,maritime_mature,,False
